Season,Player ID,Temp Player ID,Player,First Name,Last Name,Position,Body Fat %,Hand Length (in),Hand Width (in),Height without shoes (in),Height without shoes,Height with shoes (in),Height with shoes,Standing reach (in),Standing reach,Weight (lbs),Wingspan (in),Wingspan,Bench Press (reps),Lane Agility (sec),Max Vertical Leap (in),Modified Lane Agility (sec),Standing Vertical Leap (in),3/4 Court Sprint (sec),Spot-Up Coll 3 Left Wing Att,Spot-Up Coll 3 Left Wing Made,Spot-Up Coll 3 Left Wing %,Spot-Up Coll 3 Right Wing Att,Spot-Up Coll 3 Right Wing Made,Spot-Up Coll 3 Right Wing %,Spot-Up Coll 3 Left Corner Att,Spot-Up Coll 3 Left Corner Made,Spot-Up Coll 3 Left Corner %,Spot-Up Coll 3 Right Corner Att,Spot-Up Coll 3 Right Corner Made,Spot-Up Coll 3 Right Corner %,Spot-Up Coll 3 Top Att,Spot-Up Coll 3 Top Made,Spot-Up Coll 3 Top %,Spot-Up 15ft Left Wing Att,Spot-Up 15ft Left Wing Made,Spot-Up 15ft Left Wing %,Spot-Up 15ft Right Wing Att,Spot-Up 15ft Right Wing Made,Spot-Up 15ft Right Wing %,Spot-Up 15ft Left Corner Att,Spot-Up 15ft Left Corner Made,Spot-Up 15ft Left Corner %,Spot-Up 15ft Right Corner Att,Spot-Up 15ft Right Corner Made,Spot-Up 15ft Right Corner %,Spot-Up 15ft Top Att,Spot-Up 15ft Top Made,Spot-Up 15ft Top %,Spot-Up NBA 3 Left Wing Att,Spot-Up NBA 3 Left Wing Made,Spot-Up NBA 3 Left Wing %,Spot-Up NBA 3 Right Wing Att,Spot-Up NBA 3 Right Wing Made,Spot-Up NBA 3 Right Wing %,Spot-Up NBA 3 Left Corner Att,Spot-Up NBA 3 Left Corner Made,Spot-Up NBA 3 Left Corner %,Spot-Up NBA 3 Right Corner Att,Spot-Up NBA 3 Right Corner Made,Spot-Up NBA 3 Right Corner %,Spot-Up NBA 3 Top Att,Spot-Up NBA 3 Top Made,Spot-Up NBA 3 Top %,Off-Dribble Coll 3 Left Wing Att,Off-Dribble Coll 3 Left Wing Made,Off-Dribble Coll 3 Left Wing %,Off-Dribble Coll 3 Right Wing Att,Off-Dribble Coll 3 Right Wing Made,Off-Dribble Coll 3 Right Wing %,Off-Dribble Coll 3 Top Att,Off-Dribble Coll 3 Top Made,Off-Dribble Coll 3 Top %,Off-Dribble 15ft Left Wing Att,Off-Dribble 15ft Left Wing Made,Off-Dribble 15ft Left Wing %,Off-Dribble 15ft Right Wing Att,Off-Dribble 15ft Right Wing Made,Off-Dribble 15ft Right Wing %,Off-Dribble 15ft Top Att,Off-Dribble 15ft Top Made,Off-Dribble 15ft Top %,On-Move Coll 3 Att,On-Move Coll 3 Made,On-Move Coll 3 %,On-Move 15ft Att,On-Move 15ft Made,On-Move 15ft %
2015,1626151,15018,Aaron Harrison,Aaron,Harrison,SG,6,8.75,10,76.5,6' 4.5'',78,6' 6'',100.5,8' 4.5'',209.2,80.25,6' 8.25'',1,,34.5,,28.5,3.27,5,2,0.4,5,3,0.6,5,5,1,5,3,0.6,5,3,0.6,,,,,,,,,,,,,,,,5,1,0.2,5,3,0.6,5,0,0,5,3,0.6,5,1,0.2,,,,,,,,,,8,2,0.25,8,4,0.5,8,5,0.625,41,21,0.512,,,
2015,1626210,15058,Alan Williams,Alan,Williams,PF,12,8.5,9.5,79.25,6' 7.25'',80.25,6' 8.25'',106.5,8' 10.5'',261.4,85.75,7' 1.75'',8,12.26,28.5,3.54,25.5,3.5,5,3,0.6,5,3,0.6,5,2,0.4,5,3,0.6,5,2,0.4,,,,,,,,,,,,,,,,5,0,0,5,0,0,5,0,0,5,1,0.2,5,0,0,8,7,0.875,8,2,0.25,8,3,0.375,,,,,,,,,,,,,12,5,0.417
2015,1626150,15019,Andrew Harrison,Andrew,Harrison,PG,5.9,8.25,9.25,76.5,6' 4.5'',77.5,6' 5.5'',100,8' 4'',213.2,81,6' 9'',,11.2,33,,26.5,3.34,5,4,0.8,5,2,0.4,5,3,0.6,5,2,0.4,5,4,0.8,,,,,,,,,,,,,,,,5,1,0.2,5,1,0.2,5,2,0.4,5,1,0.2,5,3,0.6,,,,,,,,,,8,6,0.75,8,4,0.5,8,5,0.625,39,24,0.615,,,
2015,1626148,15005,Anthony Brown,Anthony,Brown,SF-SG,6.1,8.5,9,77.75,6' 5.75'',79.25,6' 7.25'',104.5,8' 8.5'',211,83,6' 11'',4,10.94,34.5,3.29,27.5,3.18,5,5,1,5,5,1,5,4,0.8,5,4,0.8,5,3,0.6,,,,,,,,,,,,,,,,5,4,0.8,5,4,0.8,5,4,0.8,5,5,1,5,4,0.8,,,,,,,,,,8,5,0.625,8,6,0.75,8,6,0.75,,,,44,30,0.682
2015,1626171,15042,Bobby Portis,Bobby,Portis,PF,8.9,9.5,9.25,81.5,6' 9.5'',82.5,6' 10.5'',108.5,9' 0.5'',246.2,86,7' 2'',5,11.78,31.5,3.28,25,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626183,15010,Branden Dawson,Branden,Dawson,PF,5.8,9,8.75,77.5,6' 5.5'',78.75,6' 6.75'',105,8' 9'',230.2,83,6' 11'',12,12.22,34.5,3.53,28.5,3.2,5,3,0.6,5,2,0.4,5,2,0.4,5,1,0.2,5,2,0.4,,,,,,,,,,,,,,,,5,4,0.8,5,2,0.4,5,2,0.4,5,3,0.6,5,2,0.4,8,5,0.625,8,4,0.5,8,3,0.375,,,,,,,,,,47,25,0.532,,,
2015,1626165,15002,Brandon Ashley,Brandon,Ashley,PF,8.8,9,9.5,79.25,6' 7.25'',80.5,6' 8.5'',105,8' 9'',228,87.75,7' 3.75'',9,11.21,35.5,3.35,31.5,3.58,5,4,0.8,5,3,0.6,5,4,0.8,5,3,0.6,5,3,0.6,,,,,,,,,,,,,,,,5,2,0.4,5,2,0.4,5,3,0.6,5,2,0.4,5,2,0.4,8,4,0.5,8,5,0.625,8,6,0.75,,,,,,,,,,48,30,0.625,,,
2015,1626166,15040,Cameron Payne,Cameron,Payne,PG,6.3,8.5,8.25,72.75,6' 0.75'',73.5,6' 1.5'',97.5,8' 1.5'',182.8,79.25,6' 7.25'',0,10.9,35.5,2.93,29.75,3.28,5,3,0.6,5,4,0.8,5,5,1,5,4,0.8,5,3,0.6,,,,,,,,,,,,,,,,5,4,0.8,5,3,0.6,5,3,0.6,5,3,0.6,5,1,0.2,,,,,,,,,,8,1,0.125,8,6,0.75,8,5,0.625,,,,42,25,0.595
2015,1626184,15045,Chasson Randle,Chasson,Randle,PG,4.5,8.5,9.5,72.25,6' 0.25'',73.5,6' 1.5'',96.5,8' 0.5'',178.8,79,6' 7'',6,10.63,39.5,2.81,33.5,3.2,5,3,0.6,5,4,0.8,5,2,0.4,5,2,0.4,5,3,0.6,,,,,,,,,,,,,,,,5,4,0.8,5,4,0.8,5,1,0.2,5,4,0.8,5,2,0.4,,,,,,,,,,8,7,0.875,8,4,0.5,8,6,0.75,45,31,0.689,,,
2015,1626191,15036,Chris McCullough,Chris,McCullough,PF,6.2,8.75,8.75,80.25,6' 8.25'',81,6' 9'',109,9' 1'',199,87.25,7' 3.25'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626217,15055,Chris Walker,Chris,Walker,PF,5.1,9,9,80.75,6' 8.75'',81.25,6' 9.25'',108,9' 0'',208,86.75,7' 2.75'',6,11.25,37,3.41,30.5,3.35,5,2,0.4,5,3,0.6,5,3,0.6,5,2,0.4,5,1,0.2,,,,,,,,,,,,,,,,5,2,0.4,5,0,0,5,5,1,5,1,0.2,5,2,0.4,8,2,0.25,8,5,0.625,8,5,0.625,,,,,,,,,,,,,14,3,0.214
2015,1626174,15060,Christian Wood,Christian,Wood,PF,14.7,9.25,10.75,81.25,6' 9.25'',82.5,6' 10.5'',111.5,9' 3.5'',216,87.25,7' 3.25'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626146,15000,Cliff Alexander,Cliff,Alexander,PF-C,5.8,9.5,10.25,79.25,6' 7.25'',80.5,6' 8.5'',109.5,9' 1.5'',239.2,87.5,7' 3.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626186,15021,Corey Hawkins,Corey,Hawkins,SG-PG,5.5,8.75,9,72.75,6' 0.75'',73.75,6' 1.75'',99.5,8' 3.5'',191.8,80,6' 8'',9,10.81,34,,28.5,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626177,15028,Dakari Johnson,Dakari,Johnson,C,14.9,9.25,10.5,83,6' 11'',83.75,6' 11.75'',112,9' 4'',264.6,86,7' 2'',4,11.76,25,2.94,22.5,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626153,15061,Delon Wright,Delon,Wright,PG,6.6,8,8.5,76.25,6' 4.25'',77.5,6' 5.5'',101.5,8' 5.5'',181.4,79.5,6' 7.5'',4,11.16,31,3.5,29.5,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626164,15004,Devin Booker,Devin,Booker,SG,8.3,8.75,9,76.5,6' 4.5'',77.75,6' 5.75'',102.5,8' 6.5'',205.8,80.25,6' 8.25'',8,10.27,34.5,2.75,27.5,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1627361,15056,Dez Wells,Dez,Wells,SG,8.1,8.75,9.75,75,6' 3'',76,6' 4'',100.5,8' 4.5'',208.8,81.5,6' 9.5'',15,10.56,39,3.05,31.5,3.2,5,4,0.8,5,3,0.6,5,3,0.6,5,2,0.4,5,3,0.6,,,,,,,,,,,,,,,,5,0,0,5,2,0.4,5,3,0.6,5,2,0.4,5,2,0.4,,,,,,,,,,8,4,0.5,8,4,0.5,8,7,0.875,46,29,0.63,,,
2015,1626156,15047,D’Angelo Russell,D’Angelo,Russell,PG-SG,8.3,8.75,9.75,75.25,6' 3.25'',77,6' 5'',102,8' 6'',193.4,81.75,6' 9.75'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626163,15031,Frank Kaminsky,Frank,Kaminsky,C-PF,9.4,8.5,9.5,83.75,6' 11.75'',84.75,7' 0.75'',109.5,9' 1.5'',231.2,83,6' 11'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626160,15051,J.P. Tokoto,J.P.,Tokoto,SF-SG,4.1,8,8.75,77.25,6' 5.25'',78.25,6' 6.25'',100.5,8' 4.5'',195.8,82,6' 10'',12,10.97,40,3.2,34.5,3.27,5,4,0.8,5,3,0.6,5,1,0.2,5,4,0.8,5,1,0.2,,,,,,,,,,,,,,,,5,1,0.2,5,2,0.4,5,3,0.6,5,2,0.4,5,1,0.2,,,,,,,,,,8,5,0.625,8,5,0.625,8,4,0.5,47,28,0.596,,,
2015,1626185,15034,Jarell Martin,Jarell,Martin,PF,10.1,8.25,9.5,80,6' 8'',81.25,6' 9.25'',106.5,8' 10.5'',238.6,81,6' 9'',19,11.2,35,2.97,28.5,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626170,15015,Jerian Grant,Jerian,Grant,PG,5.6,8.25,8.5,75.25,6' 3.25'',76.25,6' 4.25'',100,8' 4'',198,79.5,6' 7.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626182,15023,Jonathan Holmes,Jonathan,Holmes,PF-SF,7.2,8.25,9.5,80.25,6' 8.25'',81.25,6' 9.25'',107.5,8' 11.5'',242.2,83.5,6' 11.5'',,10.95,31,3.12,25.5,3.51,5,4,0.8,5,5,1,5,4,0.8,5,4,0.8,5,5,1,,,,,,,,,,,,,,,,5,4,0.8,5,3,0.6,5,3,0.6,5,3,0.6,5,4,0.8,,,,,,,,,,8,5,0.625,8,4,0.5,8,7,0.875,,,,,,
2015,1626175,15037,Jordan Mickey,Jordan,Mickey,PF,7.2,8.75,9.5,79,6' 7'',80.25,6' 8.25'',106,8' 10'',238,87.25,7' 3.25'',9,11.72,37.5,3.13,33,3.28,5,2,0.4,5,5,1,5,3,0.6,5,1,0.2,5,3,0.6,,,,,,,,,,,,,,,,5,1,0.2,5,3,0.6,5,2,0.4,5,2,0.4,5,3,0.6,8,6,0.75,8,7,0.875,8,6,0.75,,,,,,,,,,47,28,0.596,,,
2015,1626147,15001,Justin Anderson,Justin,Anderson,SF-SG,5,8.5,9.5,77.25,6' 5.25'',78.25,6' 6.25'',101,8' 5'',230.6,83.75,6' 11.75'',12,11.13,43,2.88,38,3.22,5,2,0.4,5,4,0.8,5,5,1,5,4,0.8,5,1,0.2,,,,,,,,,,,,,,,,5,3,0.6,5,0,0,5,3,0.6,5,0,0,5,3,0.6,,,,,,,,,,8,7,0.875,8,6,0.75,8,6,0.75,,,,48,32,0.667
2015,1626159,15059,Justise Winslow,Justise,Winslow,SF,5.3,8.5,9.25,76.5,6' 4.5'',78.5,6' 6.5'',104.5,8' 8.5'',221.8,82.25,6' 10.25'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626208,15048,Keifer Sykes,Keifer,Sykes,PG,5,8.5,9.5,70.5,5' 10.5'',71.75,5' 11.75'',93,7' 9'',167.2,74,6' 2'',8,10.47,43,3.15,34,3.13,5,3,0.6,5,3,0.6,5,4,0.8,5,2,0.4,5,5,1,,,,,,,,,,,,,,,,5,1,0.2,5,1,0.2,5,4,0.8,5,1,0.2,5,3,0.6,,,,,,,,,,8,4,0.5,8,5,0.625,8,4,0.5,44,33,0.75,,,
2015,1626162,15039,Kelly Oubre,Kelly,Oubre,SF-SG,5.7,9,8.75,77.75,6' 5.75'',78.75,6' 6.75'',102.5,8' 6.5'',202.8,86.25,7' 2.25'',7,11.09,37,3.12,34.5,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626172,15032,Kevon Looney,Kevon,Looney,PF,11.9,9.5,9.25,80,6' 8'',81.25,6' 9.25'',110,9' 2'',222.4,87.5,7' 3.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2006,15038,Larry Nance,Larry,Nance,PF,6.4,9,9.75,79.5,6' 7.5'',80.5,6' 8.5'',108,9' 0'',226.6,85.5,7' 1.5'',10,10.93,37.5,3.01,29,3.25,5,1,0.2,5,4,0.8,5,4,0.8,5,3,0.6,5,2,0.4,,,,,,,,,,,,,,,,5,3,0.6,5,3,0.6,5,5,1,5,3,0.6,5,2,0.4,,,,,,,,,,8,7,0.875,8,6,0.75,8,5,0.625,44,29,0.659,,,
2015,1626194,15050,Marcus Thornton,Marcus,Thornton,PG-SG,5.3,8.25,8.5,73.75,6' 1.75'',74.75,6' 2.75'',97.5,8' 1.5'',177.4,79.75,6' 7.75'',3,10.78,43,2.88,34.5,3.02,5,2,0.4,5,2,0.4,5,3,0.6,5,2,0.4,5,2,0.4,,,,,,,,,,,,,,,,5,4,0.8,5,2,0.4,5,3,0.6,5,1,0.2,5,3,0.6,,,,,,,,,,8,2,0.25,8,5,0.625,8,6,0.75,45,28,0.622,,,
2015,1626187,15013,Michael Frazier II,Michael,Frazier II,SG,7.4,8.25,9.25,75.75,6' 3.75'',76.25,6' 4.25'',101.5,8' 5.5'',199.4,80,6' 8'',10,10.66,35,3.02,27,3.32,5,2,0.4,5,3,0.6,5,5,1,5,5,1,5,5,1,,,,,,,,,,,,,,,,5,3,0.6,5,2,0.4,5,4,0.8,5,4,0.8,5,4,0.8,8,4,0.5,8,6,0.75,8,5,0.625,,,,,,,,,,47,34,0.723,,,
2015,1626180,15044,Michael Qualls,Michael,Qualls,SG-SF,4,9,10.25,76,6' 4'',77,6' 5'',104.5,8' 8.5'',201.4,84.25,7' 0.25'',9,11.88,39.5,,34,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626149,15017,Montrezl Harrell,Montrezl,Harrell,PF,11.9,9,9.75,79,6' 7'',79.5,6' 7.5'',109,9' 1'',253.4,88.25,7' 4.25'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626167,15052,Myles Turner,Myles,Turner,C-PF,9.3,9.25,9.25,81.75,6' 9.75'',83.5,6' 11.5'',112,9' 4'',238.6,88,7' 4'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626181,15043,Norman Powell,Norman,Powell,SG,6.4,9.25,9,75,6' 3'',76.25,6' 4.25'',102.5,8' 6.5'',215.4,82.75,6' 10.75'',5,10.69,40.5,3.2,32.5,3.2,5,2,0.4,5,1,0.2,5,4,0.8,5,4,0.8,5,5,1,,,,,,,,,,,,,,,,5,2,0.4,5,1,0.2,5,3,0.6,5,3,0.6,5,2,0.4,,,,,,,,,,8,8,1,8,5,0.625,8,6,0.75,42,26,0.619,,,
2015,1626152,15016,Olivier Hanlan,Olivier,Hanlan,PG-SG,4.3,8,8.75,75.25,6' 3.25'',76.25,6' 4.25'',100,8' 4'',185.8,78,6' 6'',19,11.41,34,3.12,28,3.25,5,4,0.8,5,4,0.8,5,4,0.8,5,5,1,5,4,0.8,,,,,,,,,,,,,,,,5,4,0.8,5,3,0.6,5,3,0.6,5,3,0.6,5,2,0.4,,,,,,,,,,8,8,1,8,7,0.875,8,5,0.625,46,31,0.674,,,
2015,1626192,15008,Pat Connaughton,Pat,Connaughton,SG,10.2,8.5,9.25,76,6' 4'',77.25,6' 5.25'',96,8' 0'',215,80,6' 8'',13,10.58,44,3.08,37.5,3.2,5,3,0.6,5,2,0.4,5,5,1,5,4,0.8,5,5,1,,,,,,,,,,,,,,,,5,5,1,5,2,0.4,5,4,0.8,5,3,0.6,5,3,0.6,,,,,,,,,,8,6,0.75,8,4,0.5,8,2,0.25,32,15,0.469,,,
2015,1626188,15009,Quinn Cook,Quinn,Cook,PG,6.7,7.5,8.75,72.25,6' 0.25'',74,6' 2'',96.5,8' 0.5'',179,76,6' 4'',14,11.44,31,3.41,24.5,3.38,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,,,,,,,,,,,,,,,,5,3,0.6,5,4,0.8,5,2,0.4,5,3,0.6,5,5,1,,,,,,,,,,8,5,0.625,8,6,0.75,8,4,0.5,49,34,0.694,,,
2015,1626154,15025,R.J. Hunter,R.J.,Hunter,SG,6,8.5,8.25,76.5,6' 4.5'',78,6' 6'',104,8' 8'',185,82.5,6' 10.5'',1,10.87,33.5,2.91,27.5,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626176,15007,Rakeem Christmas,Rakeem,Christmas,PF-C,9.6,9.25,9,80.25,6' 8.25'',81.75,6' 9.75'',110.5,9' 2.5'',242.6,89.25,7' 5.25'',9,11.6,32,3.3,29,3.47,5,4,0.8,5,4,0.8,5,2,0.4,5,3,0.6,5,3,0.6,,,,,,,,,,,,,,,,5,1,0.2,5,1,0.2,5,3,0.6,5,3,0.6,5,1,0.2,8,5,0.625,8,2,0.25,8,3,0.375,,,,,,,,,,44,27,0.614,,,
2015,1626173,15054,Rashad Vaughn,Rashad,Vaughn,SG,6.2,8,8.5,75.75,6' 3.75'',77,6' 5'',101,8' 5'',198.6,79,6' 7'',5,11.4,34,3.1,28,3.21,5,3,0.6,5,2,0.4,5,3,0.6,5,4,0.8,5,4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,0.833,8,8,1,6,4,0.667,,,,40,28,0.7
2015,1626158,15024,Richaun Holmes,Richaun,Holmes,PF,8.8,8.5,8.5,80.25,6' 8.25'',81.5,6' 9.5'',108,9' 0'',242.8,85.5,7' 1.5'',15,11.24,36,3.31,32.5,3.32,5,2,0.4,5,2,0.4,5,5,1,5,3,0.6,5,2,0.4,,,,,,,,,,,,,,,,5,1,0.2,5,3,0.6,5,1,0.2,5,2,0.4,5,1,0.2,,,,,,,,,,8,6,0.75,8,1,0.125,8,5,0.625,47,28,0.596,,,
2015,1626193,15053,Robert Upshaw,Robert,Upshaw,C,12.5,10,11,82.75,6' 10.75'',84,7' 0'',113,9' 5'',258.2,89.5,7' 5.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626178,15022,Rondae Hollis-Jefferson,Rondae,Hollis-Jefferson,SF,5,8.75,9.75,77.5,6' 5.5'',79,6' 7'',104,8' 8'',210.8,86,7' 2'',13,10.41,38,3.19,32,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626207,15003,Ryan Boatright,Ryan,Boatright,PG,6.6,7.5,8.75,70,5' 10'',71,5' 11'',92.5,7' 8.5'',169.6,72.5,6' 0.5'',10,10.71,41,3.05,32,3.26,5,3,0.6,5,5,1,5,3,0.6,5,4,0.8,5,4,0.8,,,,,,,,,,,,,,,,5,3,0.6,5,4,0.8,5,3,0.6,5,2,0.4,5,5,1,,,,,,,,,,8,7,0.875,8,6,0.75,8,5,0.625,,,,29,22,0.759
2015,1626155,15012,Sam Dekker,Sam,Dekker,SF,7.5,8.5,9.25,79.75,6' 7.75'',81,6' 9'',106,8' 10'',218.6,83.5,6' 11.5'',5,10.64,34.5,2.96,25.5,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626169,15029,Stanley Johnson,Stanley,Johnson,SF,7.5,9,9,77,6' 5'',78.5,6' 6.5'',102,8' 6'',241.8,83.5,6' 11.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626189,15041,Terran Petteway,Terran,Petteway,SG,4.9,8.25,8.25,76.75,6' 4.75'',78,6' 6'',104.5,8' 8.5'',209.2,83.25,6' 11.25'',15,10.91,31,3.1,25,3.32,5,3,0.6,5,2,0.4,5,3,0.6,5,1,0.2,5,4,0.8,,,,,,,,,,,,,,,,5,4,0.8,5,3,0.6,5,5,1,5,3,0.6,5,3,0.6,,,,,,,,,,8,7,0.875,8,6,0.75,8,7,0.875,46,31,0.674,,,
2015,1626179,15046,Terry Rozier,Terry,Rozier,PG-SG,5.6,8.25,8.5,72.5,6' 0.5'',74.25,6' 2.25'',98.5,8' 2.5'',190.2,80.25,6' 8.25'',7,10.84,38,2.84,33,3.15,5,4,0.8,5,4,0.8,5,4,0.8,5,3,0.6,5,4,0.8,,,,,,,,,,,,,,,,5,5,1,5,3,0.6,5,5,1,5,4,0.8,5,5,1,,,,,,,,,,8,5,0.625,8,6,0.75,8,5,0.625,,,,47,38,0.809
2015,204456,15035,TJ McConnell,TJ,McConnell,PG,7.3,7.5,7,72.5,6' 0.5'',74,6' 2'',96.5,8' 0.5'',187.8,74,6' 2'',7,10.95,31.5,3.09,26,3.3,5,4,0.8,5,4,0.8,5,4,0.8,5,2,0.4,5,3,0.6,,,,,,,,,,,,,,,,5,3,0.6,5,5,1,5,2,0.4,5,1,0.2,5,2,0.4,,,,,,,,,,8,5,0.625,8,4,0.5,8,5,0.625,47,36,0.766,,,
2015,1626203,15014,Treveon Graham,Treveon,Graham,SF,5.5,8.5,8.25,76,6' 4'',77.75,6' 5.75'',103,8' 7'',219.4,82.5,6' 10.5'',11,11.64,31.5,3.15,28.5,3.3,5,4,0.8,5,4,0.8,5,2,0.4,5,1,0.2,5,3,0.6,,,,,,,,,,,,,,,,5,3,0.6,5,4,0.8,5,3,0.6,5,5,1,5,3,0.6,,,,,,,,,,8,4,0.5,8,2,0.25,8,6,0.75,41,32,0.78,,,
2015,1626168,15033,Trey Lyles,Trey,Lyles,PF,12.1,9.25,10.25,81,6' 9'',82.25,6' 10.25'',108,9' 0'',241.2,85.5,7' 1.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626227,15020,Tyler Harvey,Tyler,Harvey,SG,9.2,7.75,8.75,74.75,6' 2.75'',76,6' 4'',98.5,8' 2.5'',181.4,77.5,6' 5.5'',1,10.56,28.5,2.93,26,3.44,5,5,1,5,4,0.8,5,5,1,5,3,0.6,5,3,0.6,,,,,,,,,,,,,,,,5,4,0.8,5,3,0.6,5,1,0.2,5,3,0.6,5,2,0.4,,,,,,,,,,8,4,0.5,8,6,0.75,8,6,0.75,45,26,0.578,,,
2015,1626145,15030,Tyus Jones,Tyus,Jones,PG,6.5,8.25,8.75,72.5,6' 0.5'',74,6' 2'',97,8' 1'',184.6,77,6' 5'',2,11.84,32.5,2.95,26.5,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626205,15026,Vince Hunter,Vince,Hunter,PF,4.6,9,8.75,78.75,6' 6.75'',79.5,6' 7.5'',104.5,8' 8.5'',208.4,83,6' 11'',13,11.19,37.5,3.06,33.5,3.26,5,0,0,5,3,0.6,5,1,0.2,5,2,0.4,5,4,0.8,,,,,,,,,,,,,,,,5,2,0.4,5,2,0.4,5,0,0,5,4,0.8,5,1,0.2,8,5,0.625,8,6,0.75,8,1,0.125,,,,,,,,,,,,,13,4,0.308
2015,1626161,15006,Willie Cauley-Stein,Willie,Cauley-Stein,C,6.3,9.5,9,83.25,6' 11.25'',84.5,7' 0.5'',111,9' 3'',242.4,87,7' 3'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203905,14013,Aaron Craft,Aaron,Craft,PG,6.1,7.75,8.5,72.75,6' 0.75'',73.75,6' 1.75'',94.5,7' 10.5'',191.6,74,6' 2'',,10.78,32,2.9,29,3.26,5,2,0.4,5,4,0.8,5,2,0.4,5,3,0.6,5,4,0.8,,,,,,,,,,,,,,,,5,0,0,5,2,0.4,5,1,0.2,5,3,0.6,5,3,0.6,,,,,,,,,,6,3,0.5,6,1,0.167,6,5,0.833,,,,34,22,0.647
